PMID	PubDate	DOI	GitHub_link_raw	GitHub_link_clean	Journal	Title	Phrase	Abstract	Repo_created_at	Repo_updated_at
36747874	2023-01-27	10.21203/rs.3.rs-2476875/v1	https://github.com/jyyulab/scMINER	https://github.com/jyyulab/scMINER	Research square	scMINER: a mutual information-based framework for identifying hidden drivers from single-cell omics data.	"The scMINER software is publicly accessible via: 
https://github.com/jyyulab/scMINER.

DOI: 10.21203/rs.3."	"Res Sq. 2023 Jan 27:rs.3.rs-2476875. doi: 10.21203/rs.3.rs-2476875/v1. Preprint.

scMINER: a mutual information-based framework for identifying hidden drivers 
from single-cell omics data.

Yu J, Ding L, Shi H, Qian C, Burdyshaw C, Veloso J, Khatamian A, Pan Q, Dhungana 
Y, Xie Z, Risch I, Yang X, Huang X, Yan L, Rusch M, Brewer M, Yan KK, Chi H.

The sparse nature of single-cell omics data makes it challenging to dissect the 
wiring and rewiring of the transcriptional and signaling drivers that regulate 
cellular states. Many of the drivers, referred to as ""hidden drivers"", are 
difficult to identify via conventional expression analysis due to low expression 
and inconsistency between RNA and protein activity caused by post-translational 
and other modifications. To address this issue, we developed scMINER, a mutual 
information (MI)-based computational framework for unsupervised clustering 
analysis and cell-type specific inference of intracellular networks, hidden 
drivers and network rewiring from single-cell RNA-seq data. We designed scMINER 
to capture nonlinear cell-cell and gene-gene relationships and infer driver 
activities. Systematic benchmarking showed that scMINER outperforms popular 
single-cell clustering algorithms, especially in distinguishing similar cell 
types. With respect to network inference, scMINER does not rely on the binding 
motifs which are available for a limited set of transcription factors, therefore 
scMINER can provide quantitative activity assessment for more than 6,000 
transcription and signaling drivers from a scRNA-seq experiment. As 
demonstrations, we used scMINER to expose hidden transcription and signaling 
drivers and dissect their regulon rewiring in immune cell heterogeneity, lineage 
differentiation, and tissue specification. Overall, activity-based scMINER is a 
widely applicable, highly accurate, reproducible and scalable method for 
inferring cellular transcriptional and signaling networks in each cell state 
from scRNA-seq data. The scMINER software is publicly accessible via: 
https://github.com/jyyulab/scMINER.

DOI: 10.21203/rs.3.rs-2476875/v1
PMCID: PMC9901036
PMID: 36747874

"		
36747873	2023-01-26	10.1101/2023.01.25.525572	https://github.com/boooooogey/ATAConv	https://github.com/boooooogey/ATAConv	bioRxiv : the preprint server for biology	An intrinsically interpretable neural network architecture for sequence to function learning.	"AVAILABILITY AND IMPLEMENTATION: The source code, including scripts for the 
analysis of key findings, can be found at https://github.com/boooooogey/ATAConv 
, implemented in Python."	"bioRxiv. 2023 Jan 26:2023.01.25.525572. doi: 10.1101/2023.01.25.525572. 
Preprint.

An intrinsically interpretable neural network architecture for sequence to 
function learning.

Balcı AT, Ebeid MM, Benos PV, Kostka D, Chikina M.

MOTIVATION: Sequence-based deep learning approaches have been shown to predict a 
multitude of functional genomic readouts, including regions of open chromatin 
and RNA expression of genes. However, a major limitation of current methods is 
that model interpretation relies on computationally demanding post-hoc analyses, 
and even then, we often cannot explain the internal mechanics of highly 
parameterized models. Here, we introduce a deep learning architecture called 
tiSFM (totally interpretable sequence to function model). tiSFM improves upon 
the performance of standard multi-layer convolutional models while using fewer 
parameters. Additionally, while tiSFM is itself technically a multi-layer neural 
network, internal model parameters are intrinsically interpretable in terms of 
relevant sequence motifs.
RESULTS: tiSFM's model architecture makes use of convolutions with a fixed set 
of kernel weights representing known transcription factor (TF) binding site 
motifs. We analyze published open chromatin measurements across hematopoietic 
lineage cell-types and demonstrate that tiSFM outperforms a state- of-the-art 
convolutional neural network model custom-tailored to this dataset. We also show 
that it correctly identifies context specific activities of transcription 
factors with known roles in hematopoietic differentiation, including Pax5 and 
Ebf1 for B-cells, and Rorc for innate lymphoid cells. tiSFM's model parameters 
have biologically meaningful interpretations, and we show the utility of our 
approach on a complex task of predicting the change in epigenetic state as a 
function of developmental transition.
AVAILABILITY AND IMPLEMENTATION: The source code, including scripts for the 
analysis of key findings, can be found at https://github.com/boooooogey/ATAConv 
, implemented in Python.
CONTACT: atb44@pitt.edu.

DOI: 10.1101/2023.01.25.525572
PMCID: PMC9900791
PMID: 36747873

"		
36747870	2023-01-27	10.1101/2023.01.26.523391	https://github.com/jyyulab/scMINER	https://github.com/jyyulab/scMINER	bioRxiv : the preprint server for biology	scMINER: a mutual information-based framework for identifying hidden drivers from single-cell omics data.	"The scMINER software is publicly accessible via: 
https://github.com/jyyulab/scMINER ."	"bioRxiv. 2023 Jan 27:2023.01.26.523391. doi: 10.1101/2023.01.26.523391. 
Preprint.

scMINER: a mutual information-based framework for identifying hidden drivers 
from single-cell omics data.

Ding L, Shi H, Qian C, Burdyshaw C, Veloso JP, Khatamian A, Pan Q, Dhungana Y, 
Xie Z, Risch I, Yang X, Huang X, Yan L, Rusch M, Brewer M, Yan KK, Chi H, Yu J.

The sparse nature of single-cell omics data makes it challenging to dissect the 
wiring and rewiring of the transcriptional and signaling drivers that regulate 
cellular states. Many of the drivers, referred to as ""hidden drivers"", are 
difficult to identify via conventional expression analysis due to low expression 
and inconsistency between RNA and protein activity caused by post-translational 
and other modifications. To address this issue, we developed scMINER, a mutual 
information (MI)-based computational framework for unsupervised clustering 
analysis and cell-type specific inference of intracellular networks, hidden 
drivers and network rewiring from single-cell RNA-seq data. We designed scMINER 
to capture nonlinear cell-cell and gene-gene relationships and infer driver 
activities. Systematic benchmarking showed that scMINER outperforms popular 
single-cell clustering algorithms, especially in distinguishing similar cell 
types. With respect to network inference, scMINER does not rely on the binding 
motifs which are available for a limited set of transcription factors, therefore 
scMINER can provide quantitative activity assessment for more than 6,000 
transcription and signaling drivers from a scRNA-seq experiment. As 
demonstrations, we used scMINER to expose hidden transcription and signaling 
drivers and dissect their regulon rewiring in immune cell heterogeneity, lineage 
differentiation, and tissue specification. Overall, activity-based scMINER is a 
widely applicable, highly accurate, reproducible and scalable method for 
inferring cellular transcriptional and signaling networks in each cell state 
from scRNA-seq data. The scMINER software is publicly accessible via: 
https://github.com/jyyulab/scMINER .

DOI: 10.1101/2023.01.26.523391
PMCID: PMC9901187
PMID: 36747870

"		
36747701	2023-01-28	10.1101/2023.01.27.525871	https://github.com/keleslab/muscle	https://github.com/keleslab/muscle	bioRxiv : the preprint server for biology	Joint tensor modeling of single cell 3D genome and epigenetic data with Muscle.	"Muscle is 
publicly available at https://github.com/keleslab/muscle ."	"bioRxiv. 2023 Jan 28:2023.01.27.525871. doi: 10.1101/2023.01.27.525871. 
Preprint.

Joint tensor modeling of single cell 3D genome and epigenetic data with Muscle.

Park K, Keleş S.

Emerging single cell technologies that simultaneously capture long-range 
interactions of genomic loci together with their DNA methylation levels are 
advancing our understanding of three-dimensional genome structure and its 
interplay with the epigenome at the single cell level. While methods to analyze 
data from single cell high throughput chromatin conformation capture (scHi-C) 
experiments are maturing, methods that can jointly analyze multiple single cell 
modalities with scHi-C data are lacking. Here, we introduce Muscle, a 
semi-nonnegative joint decomposition of Mu ltiple s ingle c el l t e nsors, to 
jointly analyze 3D conformation and DNA methylation data at the single cell 
level. Muscle takes advantage of the inherent tensor structure of the scHi-C 
data, and integrates this modality with DNA methylation. We developed an 
alternating least squares algorithm for estimating Muscle parameters and 
established its optimality properties. Parameters estimated by Muscle directly 
align with the key components of the downstream analysis of scHi-C data in a 
cell type specific manner. Evaluations with data-driven experiments and 
simulations demonstrate the advantages of the joint modeling framework of Muscle 
over single modality modeling or a baseline multi modality modeling for cell 
type delineation and elucidating associations between modalities. Muscle is 
publicly available at https://github.com/keleslab/muscle .

DOI: 10.1101/2023.01.27.525871
PMCID: PMC9900892
PMID: 36747701

"		
36747667	2023-01-28	10.1101/2023.01.27.525940	https://github.com/TNTurnerLab/HAT	https://github.com/TNTurnerLab/HAT	bioRxiv : the preprint server for biology	HAT: de novo variant calling for highly accurate short-read and long-read sequencing data.	"AVAILABILITY: https://github.com/TNTurnerLab/HAT.
CONTACT: tychele@wustl.edu."	"bioRxiv. 2023 Jan 28:2023.01.27.525940. doi: 10.1101/2023.01.27.525940. 
Preprint.

HAT: de novo variant calling for highly accurate short-read and long-read 
sequencing data.

Ng JK, Turner TN.

MOTIVATION: de novo variant (DNV) calling is challenging from parent-child 
sequenced trio data. We developed H are A nd T ortoise (HAT) to work as an 
automated workflow to detect DNVs in highly accurate short-read and long-read 
sequencing data. Reliable detection of DNVs is important for human genetics 
studies (e.g., autism, epilepsy).
RESULTS: HAT is a workflow to detect DNVs from short-read and long read 
sequencing data. This workflow begins with aligned read data (i.e., CRAM or BAM) 
from a parent-child sequenced trio and outputs DNVs. HAT detects high-quality 
DNVs from short-read whole-exome sequencing, short-read wholegenome sequencing, 
and highly accurate long-read sequencing data.
AVAILABILITY: https://github.com/TNTurnerLab/HAT.
CONTACT: tychele@wustl.edu.
SUPPLEMENTARY INFORMATION: Supplementary data are available at bioRxiv.

DOI: 10.1101/2023.01.27.525940
PMCID: PMC9900919
PMID: 36747667

"		
36747664	2023-01-28	10.1101/2023.01.27.525916	https://github.com/ChaozhongLiu/scGREAT	https://github.com/ChaozhongLiu/scGREAT	bioRxiv : the preprint server for biology	scGREAT: Graph-based regulatory element analysis tool for single-cell multi-omics data.	"AVAILABILITY: https://github.com/ChaozhongLiu/scGREAT.

DOI: 10.1101/2023.01.27."	"bioRxiv. 2023 Jan 28:2023.01.27.525916. doi: 10.1101/2023.01.27.525916. 
Preprint.

scGREAT: Graph-based regulatory element analysis tool for single-cell 
multi-omics data.

Liu C, Wang L, Liu Z.

MOTIVATION: With the development in single-cell multi-omics sequencing 
technology and data integration algorithms, we have entered the single-cell 
multi-omics era. Current multi-omics analysis algorithms failed to 
systematically dissect the heterogeneity within the datasets when inferring 
cis-regulatory events. Thus, there is a need for cis-regulatory element 
inferring algorithms that considers the cellular heterogeneity.
RESULTS: Here, we propose scGREAT, a single-cell multi-omics regulatory state 
analysis Python package with a rapid graph-based correlation measurement L . The 
graph-based correlation method assigns each cell a local L index, pinpointing 
specific cell groups of certain regulatory states. Such single-cell resolved 
regulatory state information enables the heterogeneity analysis equipped in the 
package. Applying scGREAT to the 10X Multiome PBMC dataset, we demonstrated how 
it could help subcluster cell types, infer regulation-based pseudo-time 
trajectory, discover feature modules, and find cluster-specific regulatory 
gene-peak pairs. Besides, we showed that global L index, which is the average of 
all local L values, is a better replacement for Pearsonâ€™s r in ruling out 
confounding regulatory relationships that are not of research interests.
AVAILABILITY: https://github.com/ChaozhongLiu/scGREAT.

DOI: 10.1101/2023.01.27.525916
PMCID: PMC9900895
PMID: 36747664

"		
36747011	2023-02-06	10.1038/s41598-023-29267-8	https://github.com/qm2/NanoSpring	https://github.com/qm2/NanoSpring	Scientific reports	Reference-free lossless compression of nanopore sequencing reads using an approximate assembly approach.	"NanoSpring is available on GitHub at 
https://github.com/qm2/NanoSpring ."	"Sci Rep. 2023 Feb 6;13(1):2082. doi: 10.1038/s41598-023-29267-8.

Reference-free lossless compression of nanopore sequencing reads using an 
approximate assembly approach.

Meng Q(#)(1), Chandak S(#)(2), Zhu Y(#)(3), Weissman T(3).

Author information:
(1)Department of Electrical Engineering, Stanford University, Stanford, CA, 
94305, USA. qingxi@stanford.edu.
(2)Department of Electrical Engineering, Stanford University, Stanford, CA, 
94305, USA. schandak@stanford.edu.
(3)Department of Electrical Engineering, Stanford University, Stanford, CA, 
94305, USA.
(#)Contributed equally

The amount of data produced by genome sequencing experiments has been growing 
rapidly over the past several years, making compression important for efficient 
storage, transfer and analysis of the data. In recent years, nanopore sequencing 
technologies have seen increasing adoption since they are portable, real-time 
and provide long reads. However, there has been limited progress on compression 
of nanopore sequencing reads obtained in FASTQ files since most existing tools 
are either general-purpose or specialized for short read data. We present 
NanoSpring, a reference-free compressor for nanopore sequencing reads, relying 
on an approximate assembly approach. We evaluate NanoSpring on a variety of 
datasets including bacterial, metagenomic, plant, animal, and human whole genome 
data. For recently basecalled high quality nanopore datasets, NanoSpring, which 
focuses only on the base sequences in the FASTQ file, uses just 0.35-0.65 bits 
per base which is 3-6[Formula: see text] lower than general purpose compressors 
like gzip. NanoSpring is competitive in compression ratio and compression 
resource usage with the state-of-the-art tool CoLoRd while being significantly 
faster at decompression when using multiple threads (> 4[Formula: see text] 
faster decompression with 20 threads). NanoSpring is available on GitHub at 
https://github.com/qm2/NanoSpring .

© 2023. The Author(s).

DOI: 10.1038/s41598-023-29267-8
PMCID: PMC9902536
PMID: 36747011 [Indexed for MEDLINE]

"		
36745627	2023-02-06	10.1371/journal.pone.0271388	https://github.com/kimianoorbakhsh/LPF-Defense	https://github.com/kimianoorbakhsh/LPF-Defense	PloS one	LPF-Defense: 3D adversarial defense based on frequency analysis.	"(To facilitate research in this area, an open-source 
implementation of the method and data is released at 
https://github.com/kimianoorbakhsh/LPF-Defense.).

Copyright: © 2023 Naderi et al."	"PLoS One. 2023 Feb 6;18(2):e0271388. doi: 10.1371/journal.pone.0271388. 
eCollection 2023.

LPF-Defense: 3D adversarial defense based on frequency analysis.

Naderi H(1), Noorbakhsh K(1), Etemadi A(1), Kasaei S(1).

Author information:
(1)Department of Computer Engineering, Sharif University of Technology, Tehran, 
Iran.

The 3D point clouds are increasingly being used in various application including 
safety-critical fields. It has recently been demonstrated that deep neural 
networks can successfully process 3D point clouds. However, these deep networks 
can be misclassified via 3D adversarial attacks intentionality designed to 
perturb some point cloud's features. These misclassifications may be due to the 
network's overreliance on features with unnecessary information in training 
sets. As such, identifying the features used by deep classifiers and removing 
features with unnecessary information from the training data can improve 
network's robustness against adversarial attacks. In this paper, the LPF-Defense 
framework is proposed to discard this unnecessary information from the training 
data by suppressing the high-frequency content in the training phase. Our 
analysis shows that adversarial perturbations are found in the high-frequency 
contents of adversarial point clouds. Experiments showed that the proposed 
defense method achieves the state-of-the-art defense performance against six 
adversarial attacks on PointNet, PointNet++, and DGCNN models. The findings are 
practically supported by an expansive evaluation of synthetic (ModelNet40 and 
ShapeNet) and real datasets (ScanObjectNN). In particular, improvements are 
achieved with an average increase of classification accuracy by 3.8% on Drop100 
attack and 4.26% on Drop200 attack compared to the state-of-the-art methods. The 
method also improves models' accuracy on the original dataset compared to other 
available methods. (To facilitate research in this area, an open-source 
implementation of the method and data is released at 
https://github.com/kimianoorbakhsh/LPF-Defense.).

Copyright: © 2023 Naderi et al. This is an open access article distributed under 
the terms of the Creative Commons Attribution License, which permits 
unrestricted use, distribution, and reproduction in any medium, provided the 
original author and source are credited.

DOI: 10.1371/journal.pone.0271388
PMCID: PMC9901796
PMID: 36745627

Conflict of interest statement: The authors have declared that no competing 
interests exist.

"		
36745150	2022-05-01	10.1007/978-3-031-13324-4_29	https://github.com/UgurDemir/tranformer_liver_segmentation	https://github.com/UgurDemir/tranformer_liver_segmentation	Proceedings of the ... International Conference on Image Analysis and Processing. International Conference on Image Analysis and Processing	Transformer based Generative Adversarial Network for Liver Segmentation.	"The implementation details of 
the proposed architecture can be found at 
https://github.com/UgurDemir/tranformer_liver_segmentation.

DOI: 10."	"Proc Int Conf Image Anal Process. 2022 May;13374:340-347. doi: 
10.1007/978-3-031-13324-4_29. Epub 2022 Aug 4.

Transformer based Generative Adversarial Network for Liver Segmentation.

Demir U(1), Zhang Z(1), Wang B(1), Antalek M(1), Keles E(1), Jha D(1), Borhani 
A(1), Ladner D(1), Bagci U(1).

Author information:
(1)Northwestern University, IL 60201, USA.

Automated liver segmentation from radiology scans (CT, MRI) can improve surgery 
and therapy planning and follow-up assessment in addition to conventional use 
for diagnosis and prognosis. Although convolutional neural networks (CNNs) have 
became the standard image segmentation tasks, more recently this has started to 
change towards Transformers based architectures because Transformers are taking 
advantage of capturing long range dependence modeling capability in signals, so 
called attention mechanism. In this study, we propose a new segmentation 
approach using a hybrid approach combining the Transformer(s) with the 
Generative Adversarial Network (GAN) approach. The premise behind this choice is 
that the self-attention mechanism of the Transformers allows the network to 
aggregate the high dimensional feature and provide global information modeling. 
This mechanism provides better segmentation performance compared with 
traditional methods. Furthermore, we encode this generator into the GAN based 
architecture so that the discriminator network in the GAN can classify the 
credibility of the generated segmentation masks compared with the real masks 
coming from human (expert) annotations. This allows us to extract the high 
dimensional topology information in the mask for biomedical image segmentation 
and provide more reliable segmentation results. Our model achieved a high dice 
coefficient of 0.9433, recall of 0.9515, and precision of 0.9376 and 
outperformed other Transformer based approaches. The implementation details of 
the proposed architecture can be found at 
https://github.com/UgurDemir/tranformer_liver_segmentation.

DOI: 10.1007/978-3-031-13324-4_29
PMCID: PMC9894332
PMID: 36745150

"		
36744935	2023-02-06	10.1093/bioinformatics/btad073	https://github.com/Richard-Packer/DeepPheWAS	https://github.com/Richard-Packer/DeepPheWAS	Bioinformatics (Oxford, England)	DeepPheWAS: an R package for phenotype generation and association analysis for phenome-wide association studies.	" from at 
https://github.com/Richard-Packer/DeepPheWAS.
SUPPLEMENTARY INFORMATION: Supplementary methods and results are available at 
Bioinformatics online."	"Bioinformatics. 2023 Feb 6:btad073. doi: 10.1093/bioinformatics/btad073. Online 
ahead of print.

DeepPheWAS: an R package for phenotype generation and association analysis for 
phenome-wide association studies.

Packer RJ(1)(2), Williams AT(1), Hennah W(3)(4)(5), Eisenberg MT(6), Fawcett 
KA(1), Pearson W(1), Guyatt AL(1), Edris A(7)(1), Hollox EJ(6), Marttila M(3), 
Rao BS(8), Bratty JR(8), Wain LV(1)(2), Dudbridge F(1), Tobin MD(1)(2).

Author information:
(1)Department of Health Sciences, University of Leicester, Leicester, UK.
(2)Leicester National Institute of Health and Care Research Biomedical Research 
Centre, Glenfield Hospital, Leicester, UK.
(3)Orion Pharma, Espoo, Finland.
(4)Neuroscience Center, HiLIFE, University of Helsinki, Helsinki, Finland.
(5)Institute for Molecular Medicine FIMM, HiLIFE, University of Helsinki, 
Helsinki, Finland.
(6)Department of Genetics and Genome Biology, University of Leicester, 
Leicester, UK.
(7)Department of Bioanalysis, Faculty of Pharmaceutical Sciences, Ghent 
University, Ghent, Belgium.
(8)Orion Pharma, Nottingham, UK.

SUMMARY: DeepPheWAS is an R package for phenome wide association studies that 
creates clinically-curated composite phenotypes, and integrates quantitative 
phenotypes from primary care data, longitudinal trajectories of quantitative 
measures, disease progression, and drug response phenotypes. Tools are provided 
for efficient analysis of association with any genetic input, under any genetic 
model, with optional sex-stratified analysis, and for developing novel 
phenotypes.
AVAILABILITY AND IMPLEMENTATION: The DeepPheWAS R package is freely available 
under GNU general public licence v3.0 from at 
https://github.com/Richard-Packer/DeepPheWAS.
SUPPLEMENTARY INFORMATION: Supplementary methods and results are available at 
Bioinformatics online.

© The Author(s) 2023. Published by Oxford University Press.

DOI: 10.1093/bioinformatics/btad073
PMID: 36744935

"		
36744928	2023-02-06	10.1093/bioinformatics/btad067	https://github.com/DanGuo1223/mzClustering	https://github.com/DanGuo1223/mzClustering	Bioinformatics (Oxford, England)	A noise-robust deep clustering of biomolecular ions improves interpretability of mass spectrometric images.	"AVAILABILITY: The data and code are available at 
https://github.com/DanGuo1223/mzClustering.
SUPPLEMENTARY INFORMATION: Supplementary data are available at Bioinformatics 
online."	"Bioinformatics. 2023 Feb 6:btad067. doi: 10.1093/bioinformatics/btad067. Online 
ahead of print.

A noise-robust deep clustering of biomolecular ions improves interpretability of 
mass spectrometric images.

Guo D(1), Föll MC(1)(2)(3), Bemis KA(1), Vitek O(1).

Author information:
(1)Khoury College of Computer Sciences, Northeastern University, Boston, MA, 
02115, USA.
(2)Institute for Surgical Pathology, Medical Center-University of Freiburg, 
Breisacher Straße 115a, Freiburg, 79106, Germany.
(3)Faculty of Medicine, University of Freiburg, Breisacher Straße 153, Freiburg, 
79110, Germany.

MOTIVATION: Mass Spectrometry Imaging (MSI) analyzes complex biological samples 
such as tissues. It simultaneously characterizes the ions present in the tissue 
in the form of mass spectra, and the spatial distribution of the ions across the 
tissue in the form of ion images. Unsupervised clustering of ion images 
facilitates the interpretation in the spectral domain, by identifying groups of 
ions with similar spatial distributions. Unfortunately, many current methods for 
clustering ion images ignore the spatial features of the images, and are 
therefore unable to learn these features for clustering purposes. Alternative 
methods extract spatial features using deep neural networks pre-trained on 
natural image tasks; however, this is often inadequate since ion images are 
substantially noisier than natural images.
RESULTS: We contribute a deep clustering approach for ion images that accounts 
for both spatial contextual features and noise. In evaluations on a simulated 
dataset and on four experimental datasets of different tissue types, the 
proposed method grouped ions from the same source into a same cluster more 
frequently than existing methods. We further demonstrated that using ion image 
clustering as a pre-processing step facilitated the interpretation of a 
subsequent spatial segmentation as compared to using either all the ions or one 
ion at a time. As a result, the proposed approach facilitated the 
interpretability of MSI data in both the spectral domain and the spatial domain.
AVAILABILITY: The data and code are available at 
https://github.com/DanGuo1223/mzClustering.
SUPPLEMENTARY INFORMATION: Supplementary data are available at Bioinformatics 
online.

© The Author(s) 2023. Published by Oxford University Press.

DOI: 10.1093/bioinformatics/btad067
PMID: 36744928

"		
36744920	2023-02-06	10.1093/bioinformatics/btad068	https://github.com/YangLabHKUST/PALM	https://github.com/YangLabHKUST/PALM	Bioinformatics (Oxford, England)	PALM: A Powerful and Adaptive Latent Model for Prioritizing Risk Variants with Functional Annotations.	"AVAILABILITY: The source code is available at 
https://github.com/YangLabHKUST/PALM.
SUPPLEMENTARY INFORMATION: Supplementary data are available at Bioinformatics 
online."	"Bioinformatics. 2023 Feb 6:btad068. doi: 10.1093/bioinformatics/btad068. Online 
ahead of print.

PALM: A Powerful and Adaptive Latent Model for Prioritizing Risk Variants with 
Functional Annotations.

Yu X(1)(2), Xiao J(1)(2), Cai M(2)(3), Jiao Y(4), Wan X(1), Liu J(5)(6), Yang 
C(2).

Author information:
(1)Shenzhen Research Institute of Big Data, Shenzhen, China.
(2)Department of Mathematics, The Hong Kong University of Science and 
Technology, Hong Kong.
(3)Department of Biostatistics, City University of Hong Kong, Hong Kong.
(4)School of Mathematics and Statistics, Wuhan University, Wuhan, China.
(5)Centre for Quantitative Medicine, Health Services & Systems Research, 
Duke-NUS Medical School.
(6)School of Data Science, The Chinese University of Hong Kong-Shenzhen, 
Shenzhen, China.

MOTIVATION: The findings from genome-wide association studies (GWASs) have 
greatly helped us to understand the genetic basis of human complex traits and 
diseases. Despite the tremendous progress, much effects are still needed to 
address several major challenges arising in GWAS. First, most GWAS hits are 
located in the non-coding region of human genome, and thus their biological 
functions largely remain unknown. Second, due to the polygenicity of human 
complex traits and diseases, many genetic risk variants with weak or moderate 
effects have not been identified yet.
RESULTS: To address the above challenges, we propose a powerful and adaptive 
latent model (PALM) to integrate cell-type/tissue specific functional 
annotations with GWAS summary statistics. Unlike existing methods which are 
mainly based on linear models, PALM leverages a tree ensemble to adaptively 
characterize nonlinear relationship between functional annotations and the 
association status of genetic variants. To make PALM scalable to millions of 
variants and hundreds of functional annotations, we develop a functional 
gradient-based expectation-maximization (EM) algorithm, to fit the tree-based 
nonlinear model in a stable manner. Through comprehensive simulation studies, we 
show that PALM not only controls false discovery rate well, but also improves 
statistical power of identifying risk variants. We also apply PALM to integrate 
summary statistics of 30 GWASs with 127 cell type/tissue-specific functional 
annotations. The results indicate that PALM can identify more risk variants as 
well as rank the importance of functional annotations, yielding better 
interpretation of GWAS results.
AVAILABILITY: The source code is available at 
https://github.com/YangLabHKUST/PALM.
SUPPLEMENTARY INFORMATION: Supplementary data are available at Bioinformatics 
online.

© The Author(s) 2023. Published by Oxford University Press.

DOI: 10.1093/bioinformatics/btad068
PMID: 36744920

"		
36744907	2023-02-06	10.1093/bioinformatics/btad076	https://github.com/henry-leo/Patpat	https://github.com/henry-leo/Patpat	Bioinformatics (Oxford, England)	Patpat: A public proteomics dataset search framework.	" license open source, and the source code is stored on GitHub 
(https://github.com/henry-leo/Patpat) and is freely available."	"Bioinformatics. 2023 Feb 6:btad076. doi: 10.1093/bioinformatics/btad076. Online 
ahead of print.

Patpat: A public proteomics dataset search framework.

Weiheng L(1), Xuelian Z(1).

Author information:
(1)School of Life Science, Fudan University, Shanghai, China.

SUMMARY: As the FAIR (Findable, Accessible, Interoperable, Reusable) principles 
have become widely accepted in the proteomics field, under the guidance of 
ProteomeXchange (PX) and The Human Proteome Organization Proteomics Standards 
Initiative (HUPO-PSI), proteomics public databases have been providing 
Application Programming Interfaces (APIs) for programmatic access. Based on 
generating logic from proteomics data, we present Patpat, an extensible 
framework for searching public datasets, merging results from multiple databases 
to help researchers find their proteins of interest in the vast mass 
spectrometry. Patpat's two-dimensional strategy of combining results from 
multiple databases allows users to provide only protein identifiers to obtain 
metadata for relevant datasets, improving the ""Findable"" of proteomics data.
AVAILABILITY AND IMPLEMENTATION: The Patpat framework is released under the 
Apache 2.0 license open source, and the source code is stored on GitHub 
(https://github.com/henry-leo/Patpat) and is freely available.
SUPPLEMENTARY INFORMATION: Supplementary information.

© The Author(s) 2023. Published by Oxford University Press.

DOI: 10.1093/bioinformatics/btad076
PMID: 36744907

"		
36743210	2023-01-18	10.3389/fmolb.2023.1093519	https://github.com/langjidong/NanoSTR	https://github.com/langjidong/NanoSTR	Frontiers in molecular biosciences	NanoSTR: A method for detection of target short tandem repeats based on nanopore sequencing data.	"The main code and the 
data are available at https://github.com/langjidong/NanoSTR.

Copyright © 2023 Lang, Xu, Wang, Sun and Yang."	"Front Mol Biosci. 2023 Jan 18;10:1093519. doi: 10.3389/fmolb.2023.1093519. 
eCollection 2023.

NanoSTR: A method for detection of target short tandem repeats based on nanopore 
sequencing data.

Lang J(1), Xu Z(1), Wang Y(1), Sun J(1), Yang Z(1).

Author information:
(1)Department of Bioinformatics and Application Development, Qitan Technology 
Co., Ltd., Beijing, China.

Short tandem repeats (STRs) are widely present in the human genome. Studies have 
confirmed that STRs are associated with more than 30 diseases, and they have 
also been used in forensic identification and paternity testing. However, there 
are few methods for STR detection based on nanopore sequencing due to the 
challenges posed by the sequencing principles and the data characteristics of 
nanopore sequencing. We developed NanoSTR for detection of target STR loci based 
on the length-number-rank (LNR) information of reads. NanoSTR can be used for 
STR detection and genotyping based on long-read data from nanopore sequencing 
with improved accuracy and efficiency compared with other existing methods, such 
as Tandem-Genotypes and TRiCoLOR. NanoSTR showed 100% concordance with the 
expected genotypes using error-free simulated data, and also achieved >85% 
concordance using the standard samples (containing autosomal and Y-chromosomal 
loci) with MinION sequencing platform, respectively. NanoSTR showed high 
performance for detection of target STR markers. Although NanoSTR needs further 
optimization and development, it is useful as an analytical method for the 
detection of STR loci by nanopore sequencing. This method adds to the toolbox 
for nanopore-based STR analysis and expands the applications of nanopore 
sequencing in scientific research and clinical scenarios. The main code and the 
data are available at https://github.com/langjidong/NanoSTR.

Copyright © 2023 Lang, Xu, Wang, Sun and Yang.

DOI: 10.3389/fmolb.2023.1093519
PMCID: PMC9889824
PMID: 36743210

Conflict of interest statement: The authors are employed by Qitan Technology 
(Beijing) Co., Ltd.

"		
